,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,19.01,19.15,19.38,19.30,18.63,17.24,16.78,17.85,18.64,18.95,19.23,18.94
1,0.48,0.56,0.52,0.47,0.50,0.53,0.53,0.49,0.49,0.52,0.50,0.50
