,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.49,28.60,30.05,29.76,28.58,26.87,25.57,25.05,25.63,26.69,27.04,26.15
1,0.20,0.19,0.20,0.21,0.21,0.20,0.21,0.22,0.21,0.18,0.20,0.22
