,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-5.10,-4.07,-1.52,1.43,5.66,9.11,10.90,10.69,8.16,3.75,-0.50,-3.90
1,1.13,1.06,1.04,1.08,1.08,1.08,1.08,1.05,1.04,1.04,1.07,1.12
