,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,1.48,3.53,7.40,11.18,15.87,19.21,21.39,20.68,17.90,12.48,6.46,2.52
1,1.02,0.92,0.94,0.98,0.98,0.96,0.95,0.94,0.92,0.93,1.01,1.07
