,id,Code,Temp
217,4.0,AFG,0.174
92,8.0,ALB,-0.231
203,10.0,ATA,
116,12.0,DZA,-0.19399999999999998
138,20.0,AND,-0.249
18,24.0,AGO,-0.068
181,28.0,ATG,-0.23600000000000002
54,31.0,AZE,0.12
91,32.0,ARG,-0.311
36,36.0,AUS,-0.07400000000000001
41,40.0,AUT,-0.38
201,44.0,BHS,-0.204
183,48.0,BHR,-0.078
176,50.0,BGD,-0.489
189,51.0,ARM,0.16699999999999998
126,52.0,BRB,-0.3
57,56.0,BEL,-0.313
121,64.0,BTN,-0.569
68,68.0,BOL,0.153
40,70.0,BIH,-0.327
123,72.0,BWA,-0.245
5,76.0,BRA,-0.256
156,84.0,BLZ,-0.205
79,90.0,SLB,-0.114
75,100.0,BGR,-0.18100000000000002
135,104.0,MMR,-0.355
89,108.0,BDI,-0.35100000000000003
169,112.0,BLR,-0.19899999999999998
2,116.0,KHM,-0.364
131,120.0,CMR,-0.402
30,124.0,CAN,0.469
166,132.0,CPV,-0.47700000000000004
13,140.0,CAF,-0.433
204,144.0,LKA,-0.408
117,148.0,TCD,-0.45399999999999996
145,152.0,CHL,-0.19
3,156.0,CHN,-0.149
225,170.0,COL,-0.025
216,174.0,COM,-0.321
94,178.0,COG,-0.027999999999999997
210,180.0,COD,-0.052000000000000005
192,188.0,CRI,-0.226
140,191.0,HRV,-0.304
50,192.0,CUB,-0.182
173,196.0,CYP,-0.10300000000000001
149,203.0,CZE,-0.42
160,204.0,BEN,-0.369
90,208.0,DNK,-0.243
174,212.0,DMA,-0.295
170,214.0,DOM,-0.214
96,218.0,ECU,-0.059000000000000004
86,222.0,SLV,-0.35200000000000004
9,226.0,GNQ,-0.306
177,231.0,ETH,-0.341
77,232.0,ERI,-0.313
158,233.0,EST,-0.207
66,242.0,FJI,-0.436
48,246.0,FIN,0.04
34,250.0,FRA,-0.294
163,262.0,DJI,-0.34299999999999997
141,266.0,GAB,-0.255
93,268.0,GEO,0.124
4,270.0,GMB,-0.441
63,276.0,DEU,-0.363
15,288.0,GHA,-0.28600000000000003
108,296.0,KIR,-0.031
74,300.0,GRC,-0.19699999999999998
88,304.0,GRL,0.519
76,308.0,GRD,-0.317
191,320.0,GTM,-0.345
214,324.0,GIN,-0.43
70,328.0,GUY,-0.237
118,332.0,HTI,-0.23
200,340.0,HND,-0.259
