,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,30.06,30.57,31.09,31.11,30.45,29.72,29.61,29.68,29.58,29.05,29.15,29.51
1,0.37,0.35,0.36,0.34,0.33,0.34,0.38,0.38,0.37,0.36,0.34,0.35
