,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,20.19,20.49,21.11,21.62,22.12,21.91,21.62,21.55,21.46,21.13,20.91,20.35
1,0.57,0.57,0.58,0.57,0.55,0.56,0.56,0.55,0.57,0.57,0.55,0.56
