,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,16.51,16.59,16.13,14.19,12.22,10.28,9.58,11.06,13.42,15.05,15.97,16.35
1,0.26,0.31,0.28,0.25,0.25,0.28,0.32,0.31,0.26,0.24,0.27,0.27
