,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,24.68,27.02,29.19,29.68,28.96,27.38,25.86,25.28,25.98,26.65,26.08,24.55
1,0.17,0.16,0.16,0.15,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.17
