,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,27.69,27.91,28.08,28.23,27.85,26.33,26.19,28.13,30.06,29.89,28.40,27.48
1,0.63,0.63,0.61,0.63,0.63,0.62,0.65,0.72,0.69,0.60,0.68,0.65
