,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-1.47,0.84,4.90,10.01,14.93,18.52,20.23,20.01,16.15,10.54,5.55,0.67
1,0.50,0.39,0.37,0.37,0.37,0.38,0.41,0.39,0.38,0.41,0.38,0.47
