,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,29.28,29.86,30.01,30.03,29.55,27.73,26.90,27.14,28.05,28.29,28.74,28.96
1,0.77,0.70,0.68,0.72,0.77,0.69,0.72,0.75,0.74,0.76,0.71,0.71
