,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.40,23.83,23.94,23.73,23.85,22.73,21.72,21.95,22.75,23.07,23.31,23.25
1,0.81,0.86,0.86,0.82,0.81,0.81,0.83,0.89,0.84,0.81,0.81,0.81
