,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.55,26.80,26.57,25.83,24.96,24.31,23.45,23.40,23.94,24.46,25.31,25.96
1,0.22,0.22,0.22,0.21,0.22,0.23,0.23,0.22,0.23,0.23,0.22,0.22
