,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,5.99,7.77,11.14,15.26,19.25,22.10,22.55,22.69,21.11,16.95,11.46,7.11
1,0.28,0.26,0.28,0.26,0.31,0.28,0.32,0.32,0.29,0.30,0.26,0.27
