,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-4.60,-3.14,1.25,7.14,12.29,15.93,19.35,19.26,15.14,9.22,3.48,-1.93
1,1.24,1.16,1.09,1.10,1.10,1.14,1.18,1.15,1.11,1.14,1.17,1.20
