,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-28.05,-26.05,-21.34,-12.14,-3.05,3.81,7.26,6.21,1.05,-5.92,-15.28,-23.88
1,0.23,0.24,0.23,0.22,0.23,0.24,0.24,0.22,0.23,0.24,0.22,0.22
