,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,22.39,22.51,22.43,21.55,19.40,17.04,16.91,19.30,22.65,24.47,23.74,22.55
1,0.23,0.24,0.24,0.23,0.23,0.25,0.25,0.23,0.23,0.23,0.23,0.23
