,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,32.82,34.07,33.85,32.85,31.81,29.96,28.60,28.38,29.41,30.54,31.68,31.72
1,0.29,0.32,0.32,0.29,0.30,0.29,0.28,0.30,0.31,0.29,0.28,0.28
