,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.22,25.28,25.64,25.74,25.85,25.78,25.95,26.43,26.79,26.80,26.61,25.72
1,0.43,0.42,0.42,0.42,0.41,0.41,0.42,0.42,0.43,0.44,0.42,0.42
