,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-3.98,-2.91,-0.51,2.03,5.88,9.40,11.61,11.37,8.82,4.50,0.20,-2.86
1,0.74,0.69,0.69,0.69,0.69,0.69,0.70,0.70,0.69,0.70,0.70,0.74
