,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,8.99,11.53,15.80,21.13,27.27,31.91,34.26,33.90,30.26,23.88,16.25,10.39
1,0.31,0.35,0.33,0.28,0.28,0.29,0.36,0.38,0.33,0.28,0.27,0.29
