,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.31,23.91,23.95,23.16,22.84,22.31,21.86,22.05,22.45,22.58,22.71,22.71
1,0.36,0.35,0.34,0.34,0.34,0.37,0.37,0.35,0.34,0.34,0.36,0.38
