,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,24.38,26.46,28.69,30.20,31.28,30.43,28.53,27.72,27.99,28.58,27.36,24.42
1,0.23,0.23,0.24,0.24,0.28,0.28,0.24,0.25,0.25,0.24,0.26,0.25
