,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,17.00,19.75,24.08,27.82,30.09,29.23,26.93,26.27,26.14,24.50,20.89,17.56
1,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.15
