,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,9.95,12.36,16.53,20.57,23.38,24.15,23.11,22.68,21.88,18.63,14.09,10.53
1,0.19,0.20,0.20,0.18,0.19,0.22,0.22,0.21,0.18,0.17,0.20,0.21
