,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,20.10,21.91,25.72,30.29,35.67,39.24,40.27,40.29,38.41,34.04,27.85,22.14
1,0.41,0.47,0.46,0.55,0.56,0.40,0.39,0.38,0.42,0.41,0.43,0.41
